title,release_date,popularity,vote_average,runtime,genres,on_netflix
Save the Last Dance 2,2006-10-10,3.981958,5.2,90.0,"Drama, Family, Romance",False
The Skeptic,2009-05-01,3.6797,5.2,89.0,"Horror, Thriller",False
Room 6,2006-01-01,1.126642,4.3,94.0,"Horror, Thriller",False
When in Rome,2002-11-26,3.732537,5.6,94.0,"Action, Adventure, Comedy, Drama, Family, Romance",False
F,2010-09-07,2.299942,5.8,79.0,"Horror, Thriller",False
The Single Moms Club,2014-03-14,12.017861,5.7,111.0,"Drama, Comedy",False
Nothing Left to Fear,2013-09-26,5.317284,4.6,100.0,Horror,False
Lake Dead,2007-11-09,1.104265,4.2,90.0,"Horror, Thriller",False
Hansel & Gretel,2007-12-27,3.752484,6.8,117.0,"Fantasy, Drama, Horror",False
Nine Lives,2002-01-01,0.990855,2.7,85.0,Horror,False
The Power of Few,2013-02-15,3.278622,5.0,96.0,"Thriller, Action, Crime, Drama, Mystery",False
Unearthed,2007-01-01,6.410024,3.8,93.0,"Action, Adventure, Horror, Science Fiction, Thriller",False
Private Valentine: Blonde & Dangerous,2008-11-07,5.614419,5.7,98.0,"Comedy, War, Adventure, Drama",False
Gun,2010-06-10,2.834545,5.5,81.0,"Action, Thriller",False
Rest Stop: Don't Look Back,2008-09-30,2.449903,5.0,89.0,Horror,False
Sabata,1969-09-16,1.447975,5.2,111.0,"Action, Foreign, Western",False
The Reunion,2011-10-21,1.849497,5.4,96.0,"Drama, Action",False
I Am Ali,2014-10-10,3.191386,6.8,111.0,Documentary,False
Supermensch: The Legend of Shep Gordon,2014-06-06,2.379799,7.4,75.0,Documentary,False
Lady Cocoa,1975-12-01,0.203476,5.0,93.0,"Drama, Crime, Romance, Foreign",False
It Follows,2015-02-04,20.359336,6.6,100.0,"Horror, Thriller",False
Take a Girl Like You,1970-12-16,0.341527,5.7,101.0,"Comedy, Drama, Romance",False
The Anomaly,2014-06-19,13.860922,4.8,97.0,"Thriller, Action, Science Fiction",False
Sinbad: The Fifth Voyage,2014-02-07,1.262737,4.2,89.0,Fantasy,False
The Sarnos: A Life in Dirty Movies,2013-03-27,0.321083,7.3,78.0,Documentary,False
Sweeney Todd: The Demon Barber of Fleet Street,1982-09-12,0.314668,5.1,140.0,"Horror, Music, Drama, Thriller",True
Touchback,2011-04-13,1.609267,5.5,118.0,"Drama, Family, Fantasy",False
Unit 7,2012-04-03,2.977321,5.8,95.0,"Drama, Action",False
Wishmaster 3: Beyond the Gates of Hell,2001-10-23,8.893041,3.8,89.0,"Thriller, Horror",False
The Magical Legend of the Leprechauns,1999-11-07,2.043987,6.7,139.0,"Romance, Family, Fantasy",False
Thunderstruck,2012-08-24,7.239241,5.5,94.0,Comedy,False
The Town that Dreaded Sundown,2014-10-16,8.494374,5.7,85.0,"Thriller, Horror",False
White Elephant,2012-05-16,0.160574,6.2,105.0,Drama,False
Maattrraan,2012-10-11,0.59039,6.4,168.0,"Action, Romance",False
The Tattooist,2007-11-28,1.869749,5.1,92.0,"Thriller, Horror",False
Leprechaun: Back 2 tha Hood,2003-12-30,2.551286,4.9,90.0,"Horror, Comedy",False
Summer's Blood,2009-11-02,1.707129,5.2,91.0,"Horror, Thriller",False
The Stranger,2010-06-01,1.23558,4.8,91.0,"Action, Thriller",False
No Man's Land: The Rise of Reeker,2008-05-01,8.618134,4.4,88.0,"Horror, Thriller",False
The Shortcut,2009-02-07,14.596309,4.6,100.0,"Mystery, Horror, Thriller",False
Sometimes They Come Back... Again,1996-09-03,2.637369,4.0,98.0,Horror,False
The Dentist 2: Brace Yourself,1998-12-11,1.127098,4.3,100.0,"Horror, Mystery",False
Highway to Hell,1991-11-21,1.80809,6.1,94.0,"Fantasy, Action, Comedy, Science Fiction",False
U.F.O.,2012-12-14,8.695473,3.1,101.0,"Action, Adventure, Science Fiction",False
Little Lord Fauntleroy,1980-11-25,6.821649,7.0,103.0,"TV Movie, Family, Drama",False
Tower of Evil,1972-05-19,0.817183,5.8,89.0,Horror,False
The Six Wives of Henry Lefay,2009-01-01,10.940348,5.5,95.0,Comedy,False
Swinging with the Finkels,2011-06-01,1.747904,4.3,85.0,"Comedy, Romance",False
The Power and the Glory,1961-10-29,0.162939,0.0,90.0,"TV Movie, Drama",False
The Girl from Nagasaki,2013-11-11,1.011966,5.5,107.0,,False
Man Exposed,2006-02-15,0.221628,6.0,0.0,"Comedy, Drama",False
All Fall Down,1962-04-11,5.285622,5.8,111.0,Drama,False
Nur über meine Leiche,1995-08-31,0.161326,5.3,104.0,Comedy,False
Run If You Can,2010-07-28,0.165787,6.7,112.0,Drama,False
Someone's Gaze,2013-02-08,1.631553,6.7,7.0,"Animation, Drama, Science Fiction",False
Time Freak,2011-02-10,0.358068,6.3,10.0,"Comedy, Science Fiction",False
Above Us Only Sky,2011-09-15,1.227323,6.3,87.0,Drama,False
Goodbye to Language,2014-08-15,2.662659,6.6,70.0,Drama,False
The Perfect World of Kai,2007-07-21,2.880395,7.3,101.0,"Music, Animation, Drama",False
Planet of Dinosaurs,1977-11-18,0.858026,4.4,84.0,"Science Fiction, Thriller, Action",False
The Berlin File,2013-01-30,7.453745,6.5,120.0,"Action, Drama, Thriller",False
The Attorney,2013-12-18,6.549272,7.0,127.0,"History, Drama",False
The Hatchet Man,1932-02-06,0.308959,4.2,74.0,"Crime, Drama",False
Die zwölf Geschworenen,1963-10-25,0.074898,9.0,95.0,"TV Movie, Drama, Crime",False
The Final Girl,2014-05-31,0.37654,6.2,80.0,Drama,False
Dot and the Whale,1986-11-10,8e-06,0.0,75.0,"Fantasy, Animation, Family",False
The Blood of Fu Manchu,1968-08-23,0.463793,4.2,92.0,"Adventure, Crime, Horror, Science Fiction, Thriller",False
All Things Fall Apart,2011-03-05,1.364335,5.4,106.0,Drama,False
Altitude,2010-10-10,4.715525,4.9,90.0,"Horror, Action, Thriller, Science Fiction",False
Carry On Cabby,1963-06-01,4.639023,7.1,91.0,Comedy,False
Carry On Behind,1975-12-01,3.463556,5.6,90.0,Comedy,False
Carry On Cruising,1962-04-01,4.866607,5.7,89.0,Comedy,False
Che!,1969-06-27,0.364037,3.8,96.0,"Action, Adventure, Drama",False
China Girl,1987-09-25,0.180898,6.6,90.0,"Romance, Crime, Drama",False
Cops and Robbers,1973-08-17,0.018297,5.3,89.0,"Action, Comedy",True
Never a Dull Moment,1968-06-26,1.942718,6.3,99.0,"Action, Comedy, Family",False
Cyrus: Mind of a Serial Killer,2010-10-01,0.771924,4.4,87.0,"Crime, Horror, Mystery, Thriller",False
Memories of My Melancholy Whores,2011-10-13,1.467361,6.6,90.0,Drama,False
Get a Horse!,2013-11-27,5.418712,7.6,6.0,"Animation, Family",False
Happy New Year,2014-10-23,4.631534,5.9,180.0,"Action, Comedy, Crime",True
Bill Burr: Let It Go,2010-09-18,1.296848,8.0,65.0,Comedy,True
Bill Burr: Why Do I Do This?,2008-09-23,1.080121,7.9,55.0,Comedy,False
Pride of the Bowery,1940-12-15,0.11681,6.5,68.0,"Action, Adventure, Comedy, Drama",False
His Way,2011-03-04,0.662728,6.0,87.0,Documentary,False
Into the Sun,1992-01-01,1.172193,4.2,101.0,,False
Jack the Giant Killer,2013-03-12,1.565726,3.2,87.0,"Action, Fantasy",False
Lost Boundaries,1949-07-02,0.108984,4.8,99.0,Drama,False
Elvis and Me,1988-02-07,0.908671,3.5,240.0,"TV Movie, Drama, Music",False
Child of Rage,1992-09-24,0.299491,4.8,94.0,,False
Christmas Every Day,1996-11-30,1.548156,5.8,95.0,Family,False
Picture This,2008-07-13,13.415919,5.4,92.0,Comedy,False
Going Straight,1916-06-03,0.315423,6.5,60.0,"Drama, Crime",False
Scorned,1994-07-13,3.821994,4.9,100.0,"Thriller, Drama",False
Mardi Gras: Spring Break,2011-09-23,5.886775,4.5,88.0,Comedy,False
The Face of Marble,1946-01-19,0.162634,5.5,72.0,Horror,False
The Horsemen,1971-08-16,0.000844,6.0,109.0,"Action, Adventure, Drama",False
The Man Who Shook the Hand of Vicente Fernandez,2012-04-27,0.859109,6.2,99.0,"Western, Comedy, Drama",False
The Squeeze,1987-07-10,1.478446,5.8,101.0,"Crime, Action, Comedy",False
The Squeeze,1978-10-25,0.404348,5.5,99.0,Action,False
Journey to the End of the Night,2006-04-21,1.352039,6.8,88.0,"Drama, Thriller",False
The Bride,1985-08-16,5.503779,5.4,114.0,"Drama, Horror, Romance",False
Wishmaster 4: The Prophecy Fulfilled,2002-06-10,2.637066,4.1,92.0,Horror,False
Will,2011-11-04,1.222804,6.8,102.0,"Drama, Family",False
Lizzie Borden Took An Ax,2014-01-25,7.185427,5.6,91.0,"Drama, Mystery, Thriller",False
Tim,1979-07-13,7.165079,6.3,109.0,"Romance, Drama",False
Switching Goals,1999-12-12,3.152153,5.0,85.0,"Comedy, Family",False
Wrong Side of Town,2010-02-23,1.751625,5.7,88.0,"Action, Crime",False
Snowboard Academy,1997-07-16,0.149382,3.7,88.0,Comedy,False
The End,2012-11-23,2.367002,4.6,95.0,"Drama, Thriller",True
The White Buffalo,1977-05-01,2.930324,5.3,97.0,"Horror, Western",False
Shark Attack,1999-11-09,0.661772,3.7,95.0,Horror,False
Killer Movie,2008-01-01,1.773237,6.1,93.0,"Comedy, Horror",False
Sex and the Single Girl,1964-12-25,1.045178,5.9,110.0,"Comedy, Romance",False
The Wizard of Gore,2007-06-22,6.731577,5.7,94.0,Horror,False
Python,2000-08-09,1.764837,3.7,99.0,"Comedy, Horror, Science Fiction",False
No Thanks,2014-01-10,1.50671,5.8,97.0,"Drama, Comedy",False
Grave Halloween,2013-10-19,8.872865,4.4,89.0,"TV Movie, Horror",False
At the Devil's Door,2014-03-09,4.964202,4.7,91.0,Horror,False
Reaching for the Moon,2013-02-09,3.318055,6.3,118.0,"Drama, Romance",False
Beneath the Harvest Sky,2013-09-08,7.558162,6.4,116.0,Drama,False
Hotel Very Welcome,2007-02-13,0.501029,6.0,90.0,"Comedy, Drama, Family, Foreign, Horror",False
Off Beat,2004-09-11,1.149831,6.5,100.0,Drama,False
"Love, Money, Love",2000-08-08,0.173764,2.5,128.0,"Drama, Romance",False
Garbage Prince,2011-07-29,0.0105,0.0,0.0,,False
Ator the Iron Warrior,1987-01-09,1.691841,3.0,82.0,"Adventure, Action, Fantasy",False
The New Godfathers,1979-08-24,0.1907,0.0,88.0,Crime,False
Battle of the Stars,1978-02-17,0.357165,0.0,95.0,"Science Fiction, Action",False
War of the Planets,1977-09-23,0.406617,3.0,89.0,Science Fiction,False
The Weight of Elephants,2013-02-14,0.189664,7.3,87.0,Drama,False
White Fang and the Hunter,1975-12-31,0.06978,5.0,91.0,"Western, Adventure, Drama, Family",False
Lisztomania,1975-10-10,1.144401,5.2,103.0,"Comedy, Fantasy, Music",False
Super Stooges vs the Wonder Women,1974-04-11,0.291053,0.0,105.0,"Action, Adventure, Science Fiction, Comedy, Fantasy",False
Battle of the Amazons,1973-08-11,0.159935,5.0,90.0,"Fantasy, Action",False
Il tuo dolce corpo da uccidere,1970-06-27,0.000844,7.5,88.0,"Horror, Thriller",False
The Magnificent Gladiator,1964-12-30,0.00124,0.0,0.0,"Action, Adventure, Drama",False
Rattlers,1976-04-23,0.000578,5.4,82.0,Horror,False
Blablablá,1968-01-02,0.006336,0.0,26.0,History,False
The Uninvited Guest,2004-10-21,2.753646,6.6,110.0,"Thriller, Drama, Horror, Mystery",False
Paradise,2013-11-30,1.117197,5.3,103.0,Romance,False
The (Dead Mothers) Club,2014-05-12,0.363873,6.0,75.0,,False
Confessor Caressor,1989-01-01,0.000592,0.0,20.0,,False
The Studio Murder Mystery,1932-02-17,0.001312,0.0,19.0,"Comedy, Mystery",False
Midnight Mary,1933-06-30,0.228547,5.8,74.0,"Romance, Crime, Drama",False
Knockout,2011-03-05,1.654237,4.7,95.0,"Adventure, Action, Drama, Family",False
Goofy Movies Number One,1933-12-23,0.14163,5.5,8.0,Comedy,False
Bosko's Parlor Pranks,1934-11-24,0.001347,0.0,8.0,"Comedy, Animation",False
Tapia,2013-06-15,0.07896,8.0,81.0,Documentary,False
Trapped in the Closet: Chapters 23-33,2012-11-23,0.433321,6.5,45.0,"Comedy, Music, Mystery",False
Three Brave Men,1956-12-01,0.370534,6.5,88.0,Drama,False
The Great Gatsby,1926-11-21,0.001224,0.0,80.0,Drama,False
Thieves Fall Out,1941-05-03,0.339049,0.0,72.0,,False
Merlusse,1938-03-16,0.358163,7.3,72.0,"Drama, Comedy",False
Open Heart,2013-01-15,0.177433,5.0,54.0,Documentary,False
The Gift of Love,1978-12-08,0.05385,0.0,98.0,"Romance, Drama",False
The Loyal 47 Ronin,1958-03-31,0.668944,7.0,166.0,Drama,False
This Side of the Law,1950-06-17,0.403762,3.2,74.0,Crime,False
The Spiritual Boxer,1975-11-28,0.45593,7.4,98.0,"Comedy, Action",False
Women in the Wind,1939-04-15,0.624762,0.0,63.0,Adventure,False
The Lone Ranger,1938-02-13,0.001707,0.0,264.0,Western,False
Katt Williams: Priceless: Afterlife,2014-08-16,0.476007,10.0,58.0,"TV Movie, Comedy",False
Take a Giant Step,1959-12-01,0.447164,6.5,100.0,Drama,False
Pets,1974-02-01,0.904194,6.1,97.0,Drama,False
That Girl From Paris,1936-12-31,0.125647,0.0,104.0,"Music, Comedy, Romance",False
Swedenhielms,1935-04-08,0.021164,0.0,92.0,,False
Sebastian Maniscalco: What's Wrong with People?,2012-01-05,0.110506,7.0,75.0,"TV Movie, Comedy",True
Samurai Vendetta,1959-11-22,0.11533,6.5,109.0,"Drama, Action",False
The Challenge,1970-02-10,0.233947,0.0,74.0,"Drama, War",False
Newcastle,2008-04-25,0.510191,4.7,107.0,"Romance, Drama",False
Mr. Denning Drives North,1952-09-02,0.311483,7.3,93.0,Drama,False
The Cheat,1950-01-25,0.00567,0.0,91.0,Drama,False
Beautiful Stranger,1954-07-13,0.114253,3.0,89.0,"Drama, Romance, Thriller",False
Without Lying Down: Frances Marion and the Power of Women in Hollywood,2000-01-01,0.104882,7.0,56.0,Documentary,False
"See You Tomorrow, Everyone",2013-01-26,1.270233,5.4,120.0,"Comedy, Drama",False
Rebirth,2011-08-31,0.37198,8.3,104.0,Documentary,True
Skateland,2010-01-25,2.150786,5.8,98.0,Drama,False
Stuart Little 3: Call of the Wild,2005-07-14,4.014225,4.6,72.0,"Fantasy, Animation, Comedy, Science Fiction, Family",False
Urban Explorer,2011-09-08,1.569303,5.3,88.0,"Horror, Thriller",False
The Substitute 2: School's Out,1998-08-01,6.643263,5.1,89.0,"Action, Mystery, Thriller",False
Shadow People,2013-03-17,3.388843,5.0,89.0,Thriller,False
Seventh Moon,2008-09-20,7.961566,4.0,87.0,Horror,False
Snow Queen,2002-01-04,4.749467,5.9,180.0,"Adventure, Family, Fantasy, Science Fiction",False
Sacrifice,2011-04-26,6.738661,5.0,100.0,Action,False
The Old Maid,1939-09-02,2.603629,7.8,95.0,Drama,False
Maniac Cop 3: Badge of Silence,1993-02-01,2.18104,5.0,85.0,"Action, Adventure, Horror",False
Step By Step,1946-08-23,0.222951,6.0,62.0,"Crime, Drama, Mystery, Thriller",False
The Get-Away,1941-06-13,0.493968,3.2,89.0,Crime,False
Hate Thy Neighbor,1968-07-26,0.17341,1.7,86.0,"Western, Action, Drama",False
Pimp Bullies,2011-06-30,1.05862,2.5,78.0,"Action, Thriller, Crime",False
Pink Saris,2010-09-14,0.041178,5.0,96.0,"Documentary, Foreign",False
Espacio interior,2013-07-26,0.164352,6.0,87.0,Drama,False
The Dancer,2011-11-10,0.158252,5.3,112.0,"Drama, Romance",True
Witch's Night Out,1978-10-27,0.085039,7.5,28.0,"Fantasy, Comedy, Family",False
Kings Point,2012-01-01,0.04353,5.0,40.0,,False
The Seventh Sin,1957-06-28,1.461728,6.0,94.0,Drama,False
The Green Hornet,1974-03-21,0.92288,6.3,90.0,"Action, Comedy",True
Mantle,2005-07-13,0.141464,0.0,60.0,,False
Onibi: The Fire Within,1997-04-19,1.035742,5.2,101.0,"Thriller, Drama",False
Pickup Alley,1957-08-13,0.392625,6.0,92.0,"Crime, Drama",False
Long Day's Journey Into Night,1987-04-12,1.046644,8.0,170.0,,False
The Golden Hawk,1952-10-08,0.67175,0.0,83.0,Adventure,False
Summer of the Seventeenth Doll,1959-12-01,0.387082,6.0,93.0,"Drama, Romance",False
Too Tough to Die: A Tribute to Johnny Ramone,2006-04-26,0.148078,7.3,76.0,Documentary,False
The Formula,2014-04-15,0.814013,3.2,90.0,"Romance, Comedy",False
Without Pity,1948-08-04,0.448027,5.0,90.0,Drama,False
Where Do We Go from Here?,1945-05-23,0.104985,3.0,74.0,Music,False
The Man in Possession,1931-07-04,0.00119,0.0,84.0,Comedy,False
Submarine,1928-08-28,0.067138,0.0,88.0,"Action, Drama",False
Two Loves,1961-06-21,0.385559,4.5,96.0,Drama,False
Method to the Madness of Jerry Lewis,2011-12-17,1.513452,7.0,115.0,,False
The Innocents,1987-12-23,0.034341,4.6,96.0,Drama,False
The Four Feathers,1929-06-01,0.415178,0.0,0.0,"Drama, Adventure",False
Lady Scarface,1941-09-26,0.598395,6.0,66.0,Crime,False
Mine Own Executioner,1947-11-22,0.551786,7.2,108.0,"Thriller, Drama",False
The Green Years,1963-11-29,0.475908,6.3,91.0,Drama,False
The Arnelo Affair,1947-02-13,0.467517,5.3,86.0,"Crime, Drama",False
Looking Forward,1933-04-28,0.572083,0.0,82.0,Drama,False
Passion Flower,1930-12-06,0.292069,3.0,79.0,Drama,False
The Beat Generation,1959-07-03,0.318002,5.3,95.0,Crime,False
San Quentin,1946-12-16,0.220049,5.0,66.0,Crime,False
Pretty Baby,1950-09-16,0.065017,0.0,92.0,Comedy,False
Made in Romania,2010-12-28,0.14258,4.8,96.0,"Comedy, Foreign",False
Johnny Allegro,1949-05-26,0.084702,6.0,81.0,Crime,False
Walk a Crooked Mile,1948-09-02,0.959509,5.5,91.0,"Crime, Drama",False
Haunting of the Innocent,2014-02-01,1.020566,2.3,90.0,"Thriller, Horror",False
The Boys,1962-08-31,0.442789,7.0,123.0,"Crime, Drama",False
Tender Scoundrel,1966-12-12,1.928445,4.7,94.0,"Comedy, Crime",False
Once Before I Die,1966-12-01,0.176989,0.0,97.0,"Drama, War",False
Jungle Man-Eaters,1954-06-01,0.444053,3.0,68.0,Adventure,False
The Kill Hole,2012-08-28,0.220524,4.9,91.0,Action,False
Princess and the Pony,2011-01-25,0.522892,4.7,88.0,"Drama, Family",False
Wicked as They Come,1956-05-22,0.522081,7.0,94.0,Drama,False
Night Court,1932-06-04,0.144281,8.0,92.0,"Crime, Drama, Thriller",False
The Littlest Angel,2011-11-07,0.498207,8.5,84.0,"Animation, Family",False
Valley of Head Hunters,1953-07-29,0.005018,0.0,67.0,,False
Loose Ankles,1930-02-02,0.385938,0.0,67.0,"Romance, Comedy",False
Voodoo Tiger,1952-11-15,0.002418,0.0,67.0,,False
Sergio,2009-01-20,0.006632,0.0,90.0,Documentary,True
One Is a Lonely Number,1972-06-19,0.0339,6.0,97.0,Drama,False
Somewhere Tonight,2011-07-08,0.187489,6.0,85.0,,False
Roman Polanski: Odd Man Out,2012-09-09,0.325527,5.0,88.0,Documentary,False
The Hound of the Baskervilles,2002-12-26,1.070263,5.4,105.0,"Thriller, TV Movie, Drama, Mystery",False
Psych:9,2010-05-07,1.849045,4.3,98.0,"Horror, Mystery, Thriller",False
Her Best Move,2007-03-31,0.98754,3.9,101.0,"Comedy, Drama, Family",False
Tarzan and the Amazons,1945-04-29,2.164087,5.0,76.0,"Action, Adventure, Romance",False
The Bone Snatcher,2003-12-23,6.123475,4.5,90.0,"Science Fiction, Horror",False
Snow Buddies,2008-02-05,5.71765,4.9,87.0,Family,False
Trust Me,2013-04-20,2.735064,5.5,90.0,Comedy,False
The Haunting Hour: Don't Think About It,2007-09-04,1.935899,5.6,87.0,"Fantasy, Horror, Family",False
The Time of Their Lives,1946-08-16,1.131386,6.5,82.0,"Comedy, Fantasy",False
The Message,2009-09-22,2.208448,7.2,118.0,"Drama, Thriller",False
The Gene Generation,2007-01-01,3.601497,4.7,96.0,"Action, Science Fiction",False
The Old Maid,1972-01-05,1.364958,4.6,85.0,Comedy,False
Spring Is Here,1930-04-13,0.159771,0.0,69.0,"Romance, Comedy, Music",False
School For All,2006-10-18,0.281173,5.5,97.0,Comedy,False
The Elephant Man,1982-01-04,0.092102,6.0,90.0,"TV Movie, Drama",False
No Questions Asked,1951-06-15,0.109206,6.3,80.0,Drama,False
Sex and Consequences,2006-01-01,2.950323,5.3,100.0,"Drama, Thriller, Romance",False
Riff-Raff,1947-06-28,0.436278,5.3,80.0,"Drama, Thriller, Adventure, Comedy",False
On the Inside,2011-12-31,1.407371,5.0,95.0,"Drama, Thriller",False
Solomon and Sheba,1959-12-25,1.739898,5.4,139.0,"Drama, History, Romance, War",False
The Heavy,2010-04-08,6.120644,4.9,102.0,"Thriller, Action, Adventure",False
Water,1985-01-01,7.324076,5.3,94.0,"Adventure, Comedy",False
Ground Control,1998-08-26,8.437586,5.6,98.0,"Action, Adventure, Drama, Thriller",False
Guy X,2005-06-06,0.639513,6.1,101.0,Comedy,False
Perkins' 14,2009-01-09,1.18443,4.8,95.0,"Horror, Thriller",False
Tell Them Willie Boy Is Here,1969-10-31,1.447031,5.3,98.0,"Drama, Western",False
The Hunters,2011-12-27,1.358005,3.9,111.0,"Drama, Horror, Thriller",False
The Sea Chase,1955-06-04,0.891352,5.6,117.0,"Action, Drama, War",False
Incubus,2006-06-06,1.194126,3.5,84.0,Horror,False
Kevin Hart: Seriously Funny,2010-07-20,2.584698,7.6,72.0,Comedy,True
Shark Attack 2,2001-02-13,0.73047,4.1,98.0,"Horror, Action, Thriller, Foreign",False
The Reptile,1966-03-06,1.420766,6.0,90.0,Horror,False
Last of the Renegades,1964-09-17,3.29263,6.7,94.0,Western,False
One Husband Too Many,2010-10-04,0.164542,5.5,0.0,Comedy,False
Scooby-Doo! Camp Scare,2010-09-14,2.138263,7.3,72.0,"Animation, Comedy, Family",False
Half of a Yellow Sun,2014-03-21,1.015609,5.1,106.0,"Romance, Drama",False
"Hey There, It's Yogi Bear",1964-01-01,1.136583,6.6,89.0,"Animation, Comedy, Family, Adventure",False
Top Sensation,1969-03-29,0.10465,4.0,89.0,Thriller,False
The Sweet Body of Deborah,1968-03-20,0.320186,4.7,95.0,,False
So Sweet... So Perverse,1969-10-31,0.158707,5.8,89.0,"Thriller, Crime, Mystery",False
Men to Kiss,2012-02-21,0.251257,3.8,83.0,,False
Lille Fridolf Blir Morfar,1957-09-02,0.348329,5.8,0.0,,False
Beck 28 - Familjen,2015-01-10,0.956873,6.3,90.0,"Thriller, Crime, Mystery",False
The Stranger's Return,1933-07-28,0.001747,0.0,89.0,"Drama, Romance",False
Weary River,1929-02-10,1.16766,5.0,86.0,"Romance, Drama",False
Koran by Heart,2011-10-24,0.048765,6.0,90.0,Documentary,False
The Affairs of Martha,1942-06-21,0.007557,0.0,66.0,"Romance, Comedy",False
Night and Day,1991-08-28,1e-06,5.0,90.0,Drama,False
Three Night Stand,2013-12-06,2.430634,4.7,86.0,"Comedy, Drama",False
The Hangman,1959-06-17,0.843987,4.4,87.0,"Action, Adventure, Thriller, Western",False
Beyond the Walls,1984-09-27,0.005984,5.0,103.0,Drama,False
Paradise for Three,1938-06-04,0.084008,7.0,78.0,"Comedy, Romance",False
The Feathered Serpent,1948-12-19,0.6921,7.8,68.0,"Comedy, Crime, Mystery",False
You're Only Young Once,1937-12-10,0.14977,6.8,78.0,"Comedy, Romance",False
In His Father's Shoes,1997-06-05,0.48118,0.0,105.0,"Drama, Family, TV Movie",False
